"/reference_point/position[3]_x","/reference_point/position[3]_y","/reference_point/position[0]_x","/reference_point/position[0]_y","/joint_states/position[3]_x","/joint_states/position[3]_y"
-494227.043,0.785,-494227.043,0.785,-494227.0763,0.7890322943,
-494227.0097,0.785,-494227.0097,0.785,-494227.043,0.7884136229,
-494226.9763,0.785,-494226.9763,0.785,-494227.0097,0.7875889273,
-494226.943,0.785,-494226.943,0.785,-494226.9763,0.78614571,
-494226.9097,0.785,-494226.9097,0.785,-494226.943,0.7890322943,
-494226.8763,0.785,-494226.8763,0.785,-494226.9097,0.7889291325,
-494226.843,0.785,-494226.843,0.785,-494226.8763,0.7877951012,
-494226.8097,0.785,-494226.8097,0.785,-494226.843,0.788207449,
-494226.7763,0.785,-494226.7763,0.785,-494226.8097,0.7853210144,
-494226.743,0.785,-494226.743,0.785,-494226.7763,0.7871765795,
-494226.7097,0.785,-494226.7097,0.785,-494226.743,0.787898263,
-494226.6763,0.785,-494226.6763,0.785,-494226.7097,0.7881044369,
-494226.643,0.785,-494226.643,0.785,-494226.6763,0.7880012751,
-494226.6097,0.785,-494226.6097,0.785,-494226.643,0.7874859152,
-494226.5763,0.785,-494226.5763,0.785,-494226.6097,0.7867642317,
-494226.543,0.785,-494226.543,0.785,-494226.5763,0.7859395361,
-494226.5097,0.785,-494226.5097,0.785,-494226.543,0.7884136229,
-494226.4763,0.785,-494226.4763,0.785,-494226.5097,0.7876920891,
-494226.443,0.785,-494226.443,0.785,-494226.4763,0.7880012751,
-494226.4097,0.785,-494226.4097,0.785,-494226.443,0.786454896,
-494226.3763,0.785,-494226.3763,0.785,-494226.4097,0.7865580578,
-494226.343,0.785,-494226.343,0.785,-494226.3763,0.7868673935,
-494226.3097,0.785,-494226.3097,0.785,-494226.343,0.7876920891,
-494226.2763,0.785,-494226.2763,0.785,-494226.3097,0.787898263,
-494226.243,0.785,-494226.243,0.785,-494226.2763,0.7883106108,
-494226.2097,0.785,-494226.2097,0.785,-494226.243,0.7895476542,
-494226.1763,0.785,-494226.1763,0.785,-494226.2097,0.788207449,
-494226.143,0.785,-494226.143,0.785,-494226.1763,0.7889291325,
-494226.1097,0.785,-494226.1097,0.785,-494226.143,0.7884136229,
-494226.0764,0.785,-494226.0764,0.785,-494226.1097,0.7873827534,
-494226.043,0.785,-494226.043,0.785,-494226.0764,0.7873827534,
-494226.0097,0.785,-494226.0097,0.785,-494226.043,0.7884136229,
-494225.9763,0.785,-494225.9763,0.785,-494226.0097,0.7872797413,
-494225.943,0.785,-494225.943,0.785,-494225.9763,0.7863518839,
-494225.9097,0.785,-494225.9097,0.785,-494225.943,0.7872797413,
-494225.8763,0.785,-494225.8763,0.785,-494225.9097,0.7876920891,
-494225.843,0.785,-494225.843,0.785,-494225.8763,0.7884136229,
-494225.8097,0.785,-494225.8097,0.785,-494225.843,0.7883106108,
-494225.7763,0.785,-494225.7763,0.785,-494225.8097,0.7872797413,
-494225.743,0.785,-494225.743,0.785,-494225.7763,0.786454896,
-494225.7097,0.785,-494225.7097,0.785,-494225.743,0.7873827534,
-494225.6764,0.785,-494225.6764,0.785,-494225.7097,0.7869704056,
-494225.643,0.785,-494225.643,0.785,-494225.6764,0.7877951012,
-494225.6097,0.785,-494225.6097,0.785,-494225.643,0.788207449,
-494225.5763,0.785,-494225.5763,0.785,-494225.6097,0.7869704056,
-494225.543,0.785,-494225.543,0.785,-494225.5763,0.7872797413,
-494225.5097,0.785,-494225.5097,0.785,-494225.543,0.7862487221,
-494225.4763,0.785,-494225.4763,0.785,-494225.5097,0.7863518839,
-494225.443,0.785,-494225.443,0.785,-494225.4763,0.7881044369,
-494225.4097,0.785,-494225.4097,0.785,-494225.443,0.7866610699,
-494225.3763,0.785,-494225.3763,0.785,-494225.4097,0.7881044369,
-494225.343,0.785,-494225.343,0.785,-494225.3763,0.7872797413,
-494225.3097,0.785,-494225.3097,0.785,-494225.343,0.78614571,
-494225.2763,0.785,-494225.2763,0.785,-494225.3097,0.787898263,
-494225.243,0.785,-494225.243,0.785,-494225.2763,0.7857333622,
-494225.2097,0.785,-494225.2097,0.785,-494225.243,0.7867642317,
-494225.1763,0.785,-494225.1763,0.785,-494225.2097,0.7872797413,
-494225.143,0.785,-494225.143,0.785,-494225.1763,0.7875889273,
-494225.1097,0.785,-494225.1097,0.785,-494225.143,0.7860425482,
-494225.0763,0.785,-494225.0763,0.785,-494225.1097,0.7874859152,
-494225.043,0.785,-494225.043,0.785,-494225.0763,0.7871765795,
-494225.0097,0.785,-494225.0097,0.785,-494225.043,0.7867642317,
-494224.9763,0.785,-494224.9763,0.785,-494225.0097,0.7860425482,
-494224.943,0.785,-494224.943,0.785,-494224.9763,0.7869704056,
-494224.9097,0.785,-494224.9097,0.785,-494224.943,0.7870735674,
-494224.8763,0.785,-494224.8763,0.785,-494224.9097,0.7865580578,
-494224.843,0.785,-494224.843,0.785,-494224.8763,0.7872797413,
-494224.8097,0.785,-494224.8097,0.785,-494224.843,0.7869704056,
-494224.7763,0.785,-494224.7763,0.785,-494224.8097,0.7869704056,
-494224.743,0.785,-494224.743,0.785,-494224.7763,0.7870735674,
-494224.7097,0.785,-494224.7097,0.785,-494224.743,0.7868673935,
-494224.6763,0.785,-494224.6763,0.785,-494224.7097,0.7881044369,
-494224.643,0.785,-494224.643,0.785,-494224.6763,0.7871765795,
-494224.6097,0.785,-494224.6097,0.785,-494224.643,0.7881044369,
-494224.5763,0.785,-494224.5763,0.785,-494224.6097,0.7872797413,
-494224.543,0.785,-494224.543,0.785,-494224.5763,0.7872797413,
-494224.5097,0.785,-494224.5097,0.785,-494224.543,0.7871765795,
-494224.4763,0.785,-494224.4763,0.785,-494224.5097,0.7870735674,
-494224.443,0.785,-494224.443,0.785,-494224.4763,0.7856302004,
-494224.4097,0.785,-494224.4097,0.7846810083,-494224.443,0.7865580578,
-494224.3763,0.785,-494224.3763,0.7811286368,-494224.4097,0.7880012751,
-494224.343,0.785,-494224.343,0.7684027478,-494224.3763,0.788207449,
-494224.3097,0.785,-494224.3097,0.7432110692,-494224.343,0.7885167847,
-494224.2763,0.785,-494224.2763,0.7105293118,-494224.3097,0.7873827534,
-494224.243,0.785,-494224.243,0.6596209992,-494224.2763,0.7458372908,
-494224.2097,0.785,-494224.2097,0.5965274532,-494224.243,0.6625403414,
-494224.1763,0.785,-494224.1763,0.534885832,-494224.2097,0.5615116882,
-494224.143,0.785,-494224.143,0.4574286677,-494224.1763,0.4257416105,
-494224.1097,0.785,-494224.1097,0.3780226877,-494224.143,0.3038886452,
-494224.0763,0.785,-494224.0763,0.3116898693,-494224.1097,0.2168804159,
-494224.043,0.785,-494224.043,0.2398885363,-494224.0763,0.1394594975,
-494224.0097,0.785,-494224.0097,0.1773113644,-494224.043,0.07306925678,
-494223.9763,0.785,-494223.9763,0.1328719557,-494224.0097,0.02152398586,
-494223.943,0.785,-494223.943,0.09292744145,-494223.9763,-0.03270154572,
-494223.9097,0.785,-494223.9097,0.06594947901,-494223.943,-0.07022639275,
-494223.8763,0.785,-494223.8763,0.05248085958,-494223.9097,-0.1343487206,
-494223.843,0.785,-494223.843,0.04648472755,-494223.8763,-0.2263052731,
-494223.8097,0.785,-494223.8097,0.04881788029,-494223.843,-0.2647581272,
-494223.7763,0.785,-494223.7763,0.05600319281,-494223.8097,-0.2907367868,
-494223.743,0.785,-494223.743,0.06868390614,-494223.7763,-0.3072312975,
-494223.7097,0.785,-494223.7097,0.08380689198,-494223.743,-0.3047572107,
-494223.6763,0.785,-494223.6763,0.09689509275,-494223.7097,-0.3053757324,
-494223.643,0.785,-494223.643,0.1102795176,-494223.6763,-0.2948604145,
-494223.6097,0.785,-494223.6097,0.1197263093,-494223.643,-0.2658920088,
-494223.5763,0.785,-494223.5763,0.1234984474,-494223.6097,-0.2301197147,
-494223.543,0.785,-494223.543,0.122017756,-494223.5763,-0.1717705555,
-494223.5097,0.785,-494223.5097,0.1144859424,-494223.543,-0.1113595076,
-494223.4763,0.785,-494223.4763,0.1040449581,-494223.5097,-0.05476290131,
-494223.443,0.785,-494223.443,0.08846080246,-494223.4763,0.004823451042,
-494223.4097,0.785,-494223.4097,0.07069888589,-494223.443,0.05276045418,
-494223.3763,0.785,-494223.3763,0.0549300538,-494223.4097,0.08183187199,
-494223.343,0.785,-494223.343,0.03717738759,-494223.3763,0.09647081757,
-494223.3097,0.785,-494223.3097,0.02127679134,-494223.343,0.09729551315,
-494223.2763,0.785,-494223.2763,0.009820699555,-494223.3097,0.0914193325,
-494223.243,0.785,-494223.243,-0.0004999570999,-494223.2763,0.0713167038,
-494223.2097,0.785,-494223.2097,-0.007327301655,-494223.243,0.04080191898,
-494223.1763,0.785,-494223.1763,-0.01046543285,-494223.2097,0.02265801716,
-494223.143,0.785,-494223.143,-0.01127903954,-494223.1763,-0.0003311958313,
-494223.1097,0.785,-494223.1097,-0.009453513975,-494223.143,-0.01466065598,
-494223.0763,0.785,-494223.0763,-0.00606985086,-494223.1097,-0.01929979324,
-494223.043,0.785,-494223.043,-0.0004671059088,-494223.0763,-0.02063999844,
-494223.0097,0.785,-494223.0097,0.006270636024,-494223.043,-0.02146469402,
-494222.9763,0.785,-494222.9763,0.01236767501,-494223.0097,-0.01899045753,
-494222.943,0.785,-494222.943,0.01915786756,-494222.9763,-0.01868127155,
-494222.9097,0.785,-494222.9097,0.02489360662,-494222.943,-0.01857810974,
-494222.8763,0.785,-494222.8763,0.02848929595,-494222.9097,-0.01919663143,
-494222.843,0.785,-494222.843,0.03072639738,-494222.8763,-0.01888744545,
-494222.8097,0.785,-494222.8097,0.03060780024,-494222.843,-0.0221862278,
-494222.7763,0.785,-494222.7763,0.02872910473,-494222.8097,-0.0335262413,
-494222.743,0.785,-494222.743,0.02488924236,-494222.7763,-0.04672181988,
-494222.7097,0.785,-494222.7097,0.01982118845,-494222.743,-0.1003288298,
-494222.6763,0.785,-494222.6763,0.01495384375,-494222.7097,-0.1425959759,
-494222.643,0.785,-494222.643,0.009171727467,-494222.6763,-0.1674407539,
-494222.6097,0.785,-494222.6097,0.003756960106,-494222.643,-0.1822857237,
-494222.5763,0.785,-494222.5763,-0.0002853914932,-494222.6097,-0.2031100359,
-494222.543,0.785,-494222.543,-0.004052595004,-494222.5763,-0.2047594271,
-494222.5097,0.785,-494222.5097,-0.006650603392,-494222.543,-0.2047594271,
-494222.4764,0.785,-494222.4764,-0.00791953553,-494222.5097,-0.2034192219,
-494222.443,0.785,-494222.443,-0.008346473589,-494222.4764,-0.1831104193,
-494222.4097,0.785,-494222.4097,-0.007759399767,-494222.443,-0.1615645733,
-494222.3763,0.785,-494222.3763,-0.006524083057,-494222.4097,-0.1359981117,
-494222.343,0.785,-494222.343,-0.004368810618,-494222.3763,-0.0982670908,
-494222.3097,0.785,-494222.3097,-0.001661891196,-494222.343,-0.065999753,
-494222.2763,0.785,-494222.2763,0.0008882814375,-494222.3097,-0.03764986897,
-494222.243,0.785,-494222.243,0.003865767002,-494222.2763,-0.006310388565,
-494222.2097,0.785,-494222.2097,0.006561498023,-494222.243,0.01915291119,
-494222.1763,0.785,-494222.1763,0.008442396665,-494222.2097,0.03760614872,
-494222.143,0.785,-494222.143,0.00994149762,-494222.1763,0.04420386314,
-494222.1097,0.785,-494222.1097,0.01055066951,-494222.143,0.04410085106,
-494222.0763,0.785,-494222.0763,0.01032130554,-494222.1097,0.04410085106,
-494222.043,0.785,-494222.043,0.009283703055,-494222.0763,0.03492573833,
-494222.0097,0.785,-494222.0097,0.007623977864,-494222.043,0.01595714092,
-494221.9763,0.785,-494221.9763,0.005887321446,-494222.0097,0.003586257935,
-494221.943,0.785,-494221.943,0.003705688648,-494221.9763,-0.01064019012,
-494221.9097,0.785,-494221.9097,0.001564143228,-494221.943,-0.01960897923,
-494221.8763,0.785,-494221.8763,-0.0001001905366,-494221.9097,-0.0227017374,
-494221.843,0.785,-494221.843,-0.001719639156,-494221.8763,-0.02393878078,
-494221.8096,0.785,-494221.8096,-0.002908163946,-494221.843,-0.02486663818,
-494221.7763,0.785,-494221.7763,-0.003554011898,-494221.8096,-0.02414495468,
-494221.743,0.785,-494221.743,-0.003878593915,-494221.7763,-0.0238357687,
-494221.7097,0.785,-494221.7097,-0.003781131106,-494221.743,-0.02579449558,
-494221.6764,0.785,-494221.6764,-0.003389217201,-494221.7097,-0.02630985546,
-494221.643,0.785,-494221.643,-0.002614055628,-494221.6764,-0.03002113533,
-494221.6097,0.785,-494221.6097,-0.001571410169,-494221.643,-0.03682517338,
-494221.5763,0.785,-494221.5763,-0.0005424404202,-494221.6097,-0.04002094364,
-494221.543,0.785,-494221.543,0.0007115290985,-494221.5763,-0.04991759014,
-494221.5097,0.785,-494221.5097,0.001906185273,-494221.543,-0.05785565948,
-494221.4763,0.785,-494221.4763,0.002794257913,-494221.5097,-0.08105089664,
-494221.443,0.785,-494221.443,0.003582603567,-494221.4763,-0.097854743,
-494221.4097,0.785,-494221.4097,0.004032158144,-494221.443,-0.1098131285,
-494221.3763,0.785,-494221.3763,0.004113783946,-494221.4097,-0.1119780293,
-494221.343,0.785,-494221.343,0.003861799404,-494221.3763,-0.1143491039,
-494221.3097,0.785,-494221.3097,0.003308598365,-494221.343,-0.1131120605,
-494221.2763,0.785,-494221.2763,0.00266677636,-494221.3097,-0.112390377,
-494221.243,0.785,-494221.243,0.001810253164,-494221.2763,-0.1068235321,
-494221.2097,0.785,-494221.2097,0.0009278245227,-494221.243,-0.0952773447,
-494221.1763,0.785,-494221.1763,0.0002139433397,-494221.2097,-0.07610257339,
-494221.143,0.785,-494221.143,-0.0005106740662,-494221.1763,-0.06125760365,
-494221.1097,0.785,-494221.1097,-0.001074553571,-494221.143,-0.04476309299,
-494221.0763,0.785,-494221.0763,-0.001410049785,-494221.1097,-0.03630966377,
-494221.043,0.785,-494221.043,-0.001623472338,-494221.0763,-0.0247636261,
-494221.0097,0.785,-494221.0097,-0.001655873542,-494221.043,-0.01610402298,
-494220.9763,0.785,-494220.9763,-0.001552416861,-494221.0097,-0.009918506622,
-494220.943,0.785,-494220.943,-0.001291188753,-494220.9763,-0.005588705063,
-494220.9097,0.785,-494220.9097,-0.0009036355867,-494220.943,-0.006207226753,
-494220.8764,0.785,-494220.8764,-0.0004993788207,-494220.9097,-0.006310388565,
-494220.843,0.785,-494220.843,1.568891259e-05,-494220.8764,-0.006928910255,
-494220.8097,0.785,-494220.8097,0.0005297509689,-494220.843,-0.008681463242,
-494220.7764,0.785,-494220.7764,0.0009316978164,-494220.8097,-0.01352677441,
-494220.743,0.785,-494220.743,0.001315388087,-494220.7764,-0.01651637077,
-494220.7097,0.785,-494220.7097,0.001572338778,-494220.743,-0.01960897923,
-494220.6763,0.785,-494220.6763,0.001672590963,-494220.7097,-0.02002147675,
-494220.643,0.785,-494220.643,0.001640991351,-494220.6763,-0.02167086792,
-494220.6097,0.785,-494220.6097,0.001468056334,-494220.643,-0.02517597389,
-494220.5764,0.785,-494220.5764,0.001235296215,-494220.6097,-0.02919643974,
-494220.543,0.785,-494220.543,0.0009011998175,-494220.5764,-0.03630966377,
-494220.5097,0.785,-494220.5097,0.0005383496428,-494220.543,-0.03899007416,
-494220.4763,0.785,-494220.4763,0.0002325821881,-494220.5097,-0.04290752792,
-494220.443,0.785,-494220.443,-9.056786229e-05,-494220.4763,-0.04620631027,
-494220.4097,0.785,-494220.4097,-0.0003553891916,-494220.443,-0.04898988247,
-494220.3763,0.785,-494220.3763,-0.0005245573694,-494220.4097,-0.04971141624,
-494220.343,0.785,-494220.343,-0.000648713501,-494220.3763,-0.04991759014,
-494220.3097,0.785,-494220.3097,-0.0006952730595,-494220.343,-0.04919605637,
-494220.2763,0.785,-494220.2763,-0.0006786336359,-494220.3097,-0.04950524235,
-494220.243,0.785,-494220.243,-0.0005982206536,-494220.2763,-0.04847437286,
-494220.2097,0.785,-494220.2097,-0.0004598794849,-494220.243,-0.04868054676,
-494220.1763,0.785,-494220.1763,-0.0003053018639,-494220.2097,-0.04950524235,
-494220.143,0.785,-494220.143,-9.847343818e-05,-494220.1763,-0.05032993793,
-494220.1097,0.785,-494220.1097,0.0001176897927,-494220.143,-0.05177330494,
-494220.0764,0.785,-494220.0764,0.0002945192467,-494220.1097,-0.05146396923,
-494220.043,0.785,-494220.043,0.0004733213673,-494220.0764,-0.05115478325,
-494220.0097,0.785,-494220.0097,0.0006061954316,-494220.043,-0.05084544754,
-494219.9763,0.785,-494219.9763,0.0006737000426,-494220.0097,-0.05053611183,
-494219.943,0.785,-494219.943,0.0006916936502,-494219.9763,-0.05032993793,
-494219.9097,0.785,-494219.9097,0.0006458440582,-494219.943,-0.04558778858,
-494219.8763,0.785,-494219.8763,0.0005655465127,-494219.9097,-0.04228900623,
-494219.843,0.785,-494219.843,0.0004385313806,-494219.8763,-0.03703134727,
-494219.8097,0.785,-494219.8097,0.0002918535492,-494219.843,-0.0348664465,
-494219.7763,0.785,-494219.7763,0.0001627911542,-494219.8097,-0.03218603611,
-494219.743,0.785,-494219.743,2.087921929e-05,-494219.7763,-0.03033047104,
-494219.7097,0.785,-494219.7097,-0.0001009768989,-494219.743,-0.02960878754,
-494219.6763,0.785,-494219.6763,-0.0001834279618,-494219.7097,-0.02971194935,
-494219.643,0.785,-494219.643,-0.0002500835456,-494219.6763,-0.03022730923,
-494219.6097,0.785,-494219.6097,-0.0002840069633,-494219.643,-0.03074281883,
-494219.5763,0.785,-494219.5763,-0.0002884770411,-494219.6097,-0.03115516663,
-494219.543,0.785,-494219.543,-0.0002675177024,-494219.5763,-0.03136134052,
-494219.5097,0.785,-494219.5097,-0.0002207056813,-494219.543,-0.03022730923,
-494219.4764,0.785,-494219.4764,-0.000163410932,-494219.5097,-0.03228919792,
-494219.443,0.785,-494219.443,-8.228601822e-05,-494219.4764,-0.03228919792,
-494219.4097,0.785,-494219.4097,6.676268335e-06,-494219.443,-0.03342322922,
-494219.3763,0.785,-494219.3763,8.264018536e-05,-494219.4097,-0.03661899948,
-494219.343,0.785,-494219.343,0.000163347832,-494219.3763,-0.03651583767,
-494219.3097,0.785,-494219.3097,0.0002281451703,-494219.343,-0.03651583767,
-494219.2763,0.785,-494219.2763,0.0002662389725,-494219.3097,-0.03837155247,
-494219.243,0.785,-494219.243,0.0002865586759,-494219.2763,-0.03909308624,
-494219.2097,0.785,-494219.2097,0.0002794420927,-494219.243,-0.03847456455,
-494219.1763,0.785,-494219.1763,0.0002540616196,-494219.2097,-0.03878390026,
-494219.143,0.785,-494219.143,0.0002076150029,-494219.1763,-0.03950543404,
-494219.1097,0.785,-494219.1097,0.0001497274402,-494219.143,-0.03847456455,
-494219.0763,0.785,-494219.0763,9.628826066e-05,-494219.1097,-0.03857772636,
-494219.043,0.785,-494219.043,3.510393502e-05,-494219.0763,-0.03806221676,
-494219.0097,0.785,-494219.0097,-1.978712271e-05,-494219.043,-0.03764986897,
-494218.9763,0.785,-494218.9763,-5.87926221e-05,-494219.0097,-0.03847456455,
-494218.943,0.785,-494218.943,-9.267467503e-05,-494218.9763,-0.04146416092,
-494218.9097,0.785,-494218.9097,-0.0001130202667,-494218.943,-0.03899007416,
-494218.8763,0.785,-494218.8763,-0.0001198525884,-494218.9097,-0.03971160793,
-494218.843,0.785,-494218.843,-0.0001165082392,-494218.8763,-0.03991778183,
-494218.8097,0.785,-494218.8097,-0.0001018993554,-494218.843,-0.03960859585,
-494218.7764,0.785,-494218.7764,-8.14736519e-05,-494218.8097,-0.03909308624,
-494218.743,0.785,-494218.743,-6.898738239e-05,-494218.7764,-0.03899007416,
-494218.7097,0.785,-494218.7097,-2.517976169e-05,-494218.743,-0.03785604286,
-494218.6764,0.785,-494218.6764,6.667125347e-06,-494218.7097,-0.03764986897,
-494218.643,0.785,-494218.643,4.300739313e-05,-494218.6764,-0.03795920467,
-494218.6097,0.785,-494218.6097,7.51313551e-05,-494218.643,-0.03837155247,
-494218.5763,0.785,-494218.5763,9.694418782e-05,-494218.6097,-0.03847456455,
-494218.543,0.785,-494218.543,0.0001135513542,-494218.5763,-0.03795920467,
-494218.5097,0.785,-494218.5097,0.0001191610915,-494218.543,-0.03837155247,
-494218.4763,0.785,-494218.4763,0.0001151443659,-494218.5097,-0.03785604286,
-494218.443,0.785,-494218.443,0.0001022158931,-494218.4763,-0.03837155247,
-494218.4097,0.785,-494218.4097,8.320854757e-05,-494218.443,-0.03806221676,
-494218.3764,0.785,-494218.3764,6.419826054e-05,-494218.4097,-0.03878390026,
-494218.343,0.785,-494218.343,4.100966628e-05,-494218.3764,-0.03878390026,
-494218.3097,0.785,-494218.3097,1.861552061e-05,-494218.343,-0.03909308624,
-494218.2763,0.785,-494218.2763,1.181786327e-06,-494218.3097,-0.03806221676,
-494218.243,0.785,-494218.243,-1.621943641e-05,-494218.2763,-0.03847456455,
-494218.2097,0.785,-494218.2097,-2.992407844e-05,-494218.243,-0.03899007416,
-494218.1764,0.785,-494218.1764,-3.857612384e-05,-494218.2097,-0.03682517338,
-494218.143,0.785,-494218.143,-4.51429524e-05,-494218.1764,-0.03837155247,
-494218.1097,0.785,-494218.1097,-4.820865099e-05,-494218.143,-0.03878390026,
-494218.0763,0.785,-494218.0763,-4.839260773e-05,-494218.1097,-0.03837155247,
-494218.043,0.785,-494218.043,-4.608253188e-05,-494218.0763,-0.03837155247,
-494218.0097,0.785,-494218.0097,-4.127285952e-05,-494218.043,-0.03795920467,
-494217.9763,0.785,-494217.9763,-3.540737133e-05,-494218.0097,-0.03682517338,
-494217.943,0.785,-494217.943,-2.690018488e-05,-494217.9763,-0.03610348988,
-494217.9097,0.785,-494217.9097,-1.706258005e-05,-494217.943,-0.03332006741,
-494217.8764,0.785,-494217.8764,-7.969842426e-06,-494217.9097,-0.03332006741,
-494217.843,0.785,-494217.843,2.92835739e-06,-494217.8764,-0.02950577545,
-494217.8097,0.785,-494217.8097,1.362726574e-05,-494217.843,-0.02620684338,
-494217.7763,0.785,-494217.7763,2.225226863e-05,-494217.8097,-0.02600066948,
-494217.743,0.785,-494217.743,3.126867656e-05,-494217.7763,-0.02486663818,
-494217.7097,0.785,-494217.7097,3.877832255e-05,-494217.743,-0.02445429039,
-494217.6763,0.785,-494217.6763,4.376975809e-05,-494217.7097,-0.0238357687,
-494217.643,0.785,-494217.643,4.769676361e-05,-494217.6763,-0.0219800539,
-494217.6097,0.785,-494217.6097,4.944462515e-05,-494217.643,-0.01868127155,
-494217.5764,0.785,-494217.5764,4.917897958e-05,-494217.6097,-0.01270192909,
-494217.543,0.785,-494217.543,4.702558237e-05,-494217.5764,-0.007444419861,
-494217.5097,0.785,-494217.5097,4.328423459e-05,-494217.543,-0.00579487896,
-494217.4763,0.785,-494217.4763,3.912894355e-05,-494217.5097,-0.005279519081,
-494217.443,0.785,-494217.443,3.352532492e-05,-494217.4763,-0.005176357269,
-494217.4097,0.785,-494217.4097,2.745502334e-05,-494217.443,-0.003939313889,
-494217.3763,0.785,-494217.3763,2.212715436e-05,-494217.4097,-0.004970183372,
-494217.343,0.785,-494217.343,1.601262369e-05,-494217.3763,-0.005382531166,
-494217.3097,0.785,-494217.3097,1.02260844e-05,-494217.343,-0.004660997391,
-494217.2763,0.785,-494217.2763,5.665014777e-06,-494217.3097,-0.006516562462,
-494217.243,0.785,-494217.243,9.268023059e-07,-494217.2763,-0.006619574547,
-494217.2097,0.785,-494217.2097,-3.100200385e-06,-494217.243,-0.00682589817,
-494217.1763,0.785,-494217.1763,-5.94989845e-06,-494217.2097,-0.00682589817,
-494217.143,0.785,-494217.143,-8.562720706e-06,-494217.1763,-0.007032072067,
-494217.1097,0.785,-494217.1097,-1.042844325e-05,-494217.143,-0.007341258049,
-494217.0764,0.785,-494217.0764,-1.146714514e-05,-494217.1097,-0.007444419861,
-494217.043,0.785,-494217.043,-1.208248854e-05,-494217.0764,-0.008887637138,
-494217.0097,0.785,-494217.0097,-1.213019288e-05,-494217.043,-0.01136187363,
-494216.9764,0.785,-494216.9764,-1.176304517e-05,-494217.0097,-0.0130112648,
-494216.943,0.785,-494216.943,-1.088134463e-05,-494216.9764,-0.01342361259,
-494216.9097,0.785,-494216.9097,-9.550501591e-06,-494216.943,-0.01187723351,
-494216.8764,0.785,-494216.8764,-8.096338644e-06,-494216.9097,-0.01270192909,
-494216.843,0.785,-494216.843,-6.099100641e-06,-494216.8764,-0.01198039532,
-494216.8097,0.785,-494216.8097,-3.85977457e-06,-494216.843,-0.0128050909,
-494216.7764,0.785,-494216.7764,-1.819357438e-06,-494216.8097,-0.01187723351,
-494216.743,0.785,-494216.743,6.138506032e-07,-494216.7764,-0.0120834074,
-494216.7097,0.785,-494216.7097,3.007147501e-06,-494216.743,-0.0124957552,
-494216.6764,0.785,-494216.6764,4.951508724e-06,-494216.7097,-0.01136187363,
-494216.643,0.785,-494216.643,7.012565349e-06,-494216.6764,-0.01198039532,
-494216.6097,0.785,-494216.6097,8.770602419e-06,-494216.643,-0.01146488571,
-494216.5764,0.785,-494216.5764,9.98212377e-06,-494216.6097,-0.01270192909,
-494216.543,0.785,-494216.543,1.10012478e-05,-494216.5764,-0.01094937611,
-494216.5097,0.785,-494216.5097,1.155868275e-05,-494216.543,-0.01198039532,
-494216.4764,0.785,-494216.4764,1.165322503e-05,-494216.5097,-0.01177422142,
-494216.443,0.785,-494216.443,1.133474901e-05,-494216.4764,-0.01136187363,
-494216.4097,0.785,-494216.4097,1.063157762e-05,-494216.443,-0.01342361259,
-494216.3764,0.785,-494216.3764,9.789296866e-06,-494216.4097,-0.01362978649,
-494216.343,0.785,-494216.343,8.602889249e-06,-494216.3764,-0.01198039532,
-494216.3097,0.785,-494216.3097,7.273880569e-06,-494216.343,-0.0128050909,
-494216.2754,0.785,-494216.2754,6.077208921e-06,-494216.3097,-0.0122895813,
-494216.243,0.785,-494216.243,4.671686692e-06,-494216.2754,-0.0128050909,
-494216.2097,0.785,-494216.2097,3.309011926e-06,-494216.243,-0.0132174387,
-494216.1764,0.785,-494216.1764,2.209875177e-06,-494216.2097,-0.01239274311,
-494216.143,0.785,-494216.143,1.03942328e-06,-494216.1764,-0.0132174387,
-494216.1097,0.785,-494216.1097,1.394852309e-08,-494216.143,-0.0137329483,
-494216.0764,0.785,-494216.0764,-7.369619202e-07,-494216.1097,-0.01424830818,
-494216.043,0.785,-494216.043,-1.456359497e-06,-494216.0764,-0.01342361259,
-494216.0097,0.785,-494216.0097,-2.006380716e-06,-494216.043,-0.01332060051,
-494215.9764,0.785,-494215.9764,-2.34716942e-06,-494216.0097,-0.01435146999,
-494215.943,0.785,-494215.943,-2.601812103e-06,-494215.9764,-0.0137329483,
-494215.9097,0.785,-494215.9097,-2.716600996e-06,-494215.943,-0.01290810299,
-494215.8754,0.785,-494215.8754,-2.716845648e-06,-494215.9097,-0.0139391222,
-494215.843,0.785,-494215.843,-2.612608323e-06,-494215.8754,-0.0128050909,
-494215.8097,0.785,-494215.8097,-2.401114087e-06,-494215.843,-0.01290810299,
-494215.7763,0.785,-494215.7763,-2.141460968e-06,-494215.8097,-0.0139391222,
-494215.743,0.785,-494215.743,-1.758683e-06,-494215.7763,-0.01187723351,
-494215.7097,0.785,-494215.7097,-1.305572679e-06,-494215.743,-0.01352677441,
-494215.6763,0.785,-494215.6763,-8.756530681e-07,-494215.7097,-0.01404213428,
-494215.643,0.785,-494215.643,-3.442105378e-07,-494215.6763,-0.01362978649,
-494215.6097,0.785,-494215.6097,1.982802333e-07,-494215.643,-0.01352677441,
-494215.5763,0.785,-494215.5763,6.550291287e-07,-494215.6097,-0.01424830818,
-494215.543,0.785,-494215.543,1.158881697e-06,-494215.5763,-0.0132174387,
-494215.5097,0.785,-494215.5097,1.61189746e-06,-494215.543,-0.01342361259,
